sectorName,Accounting,Administrative Assistance,Architecture,Arts & Entertainment,Banking & Finance,Childcare,Civil Engineering,Cleaning & Sanitation,Community & Social Service,Construction,Customer Service,Data & Analytics,Dental,Driving,Education & Instruction,Electrical Engineering,Food Preparation & Service,Headline,Hospitality & Tourism,Human Resources,"IT Infrastructure, Operations & Support",IT Systems & Solutions,Industrial Engineering,Installation & Maintenance,Legal,Loading & Stocking,Logistic Support,Management,Marketing,Media & Communications,Medical Information,Medical Technician,Nursing,Personal Care & Home Health,Pharmacy,Physicians & Surgeons,Production & Manufacturing,Project Management,Retail,Sales,Scientific Research & Development,Security & Public Safety,Software Development,Sports,Therapy,Veterinary
Customer Service,0.8283897769168892,0.9321525766918625,0.8013199013244869,0.93226510565137,0.9091325098225291,0.7835003758318759,0.3160641904665385,0.9646768241875857,0.7679895298685959,0.8457166390126214,1.0,0.8976669578491473,0.5404743175579576,0.6221668060848444,0.527191965969207,0.7031587437858914,0.8745024366785008,0.9100901965721242,0.8281418899260311,0.93650923438888,0.9236849301774215,0.8974861229620424,0.9023930134572389,0.8211699242202347,0.7802951660112093,0.9773650483830966,0.8788951069331195,0.9015459537182563,0.940915787835226,0.9440038696786367,0.9527610246411489,0.7803123641028679,0.8340529981198885,0.7204770546687662,0.7685066008627462,0.19882637827303856,0.968451597180315,0.8685437473083917,0.9334700692633217,0.9483272731270519,0.9427141054308684,0.8782853169062347,0.880042316668337,0.23059190396989018,0.26470869237276856,0.7125990537052903
Data & Analytics,0.8270069850506592,0.879073665193075,0.8029487112551387,0.936180295834467,0.9693229409239145,0.610106168338725,0.2268055834129946,0.8372199092063428,0.6668195577332433,0.6453178027392162,0.8976669578491473,1.0,0.30832541201044833,0.41460965196421445,0.4422438576825212,0.6581518619103109,0.7170906672985415,0.8324683599538221,0.7132591182136494,0.9717089698065486,0.9854866933049647,0.9954112214234502,0.9415910354731276,0.6669227018450715,0.7361935778844224,0.8919844331655225,0.8440004229780749,0.8505607876865819,0.9710061758206557,0.9823093820689578,0.9056075090203638,0.6951133378969754,0.7620741004519024,0.5639888125110811,0.6544752281192303,0.10632175289659176,0.877792774821226,0.879724250723668,0.7888938971829577,0.8781636244803929,0.9593645934919384,0.7934509015141417,0.9949337069415011,0.10517376093867851,0.1134227445497698,0.5278433768560754
Dental,0.657778363873448,0.6918986925262245,0.7151880634047085,0.5622445943970994,0.4871308910501943,0.902132330685782,0.82903177072215,0.6958943229539392,0.8567216048062919,0.8382889698485916,0.5404743175579576,0.30832541201044833,1.0,0.8885411563476381,0.8695016996870135,0.8246755378204509,0.8430902902557678,0.7634374542779127,0.8265672203444392,0.45325577514152404,0.4034204602719552,0.35447699756131773,0.5593009328012236,0.8998055507317736,0.7928122622205596,0.4946726124639786,0.6867083241858535,0.7263168295462522,0.3772800238610689,0.42140689644363216,0.6235624185230222,0.8416049008358378,0.7820866701074447,0.894362063627632,0.754434714299012,0.8140727891147823,0.6654191626114593,0.6659620115119351,0.7002462167261958,0.6460433007686242,0.45928612617931974,0.7831512832137887,0.24776416712117594,0.821538732612175,0.8561950404071772,0.941449168368783
Driving,0.7324834019426139,0.7480347149360744,0.7448464942106627,0.6472653365191988,0.5599419092122431,0.8752832744745926,0.7959748844933545,0.729398737271503,0.8571172920455197,0.8138116653136708,0.6221668060848444,0.41460965196421445,0.8885411563476381,1.0,0.8106906689552265,0.8356972033671246,0.8573180691505753,0.8095286266844678,0.8232960508949138,0.5643066165754465,0.48646151757646733,0.4617457853917823,0.6375426965679222,0.882124741837484,0.8073066820910529,0.5882862256093355,0.7794561627632943,0.7846104547505972,0.4923136886471117,0.5227537593906567,0.6742247491717562,0.8517338427265649,0.8185949830887695,0.9020096080025657,0.8259413636697992,0.7466204817551805,0.7231792256001652,0.7229402031164499,0.7832166301463876,0.6874916219475411,0.5568718486728739,0.8100284088966291,0.3666751438731479,0.7184028572921899,0.779221736426818,0.8877771019947968
Education & Instruction,0.707167955573237,0.7447515327325926,0.8540113675343817,0.6718496460290481,0.5955042377336706,0.8815115654658714,0.9008451578382278,0.6753587212048277,0.933535842752637,0.7654593795419683,0.527191965969207,0.4422438576825212,0.8695016996870135,0.8106906689552265,1.0,0.912259478627229,0.8356767667918775,0.8047970441317863,0.8846086008069025,0.5633249054191414,0.5136975330637271,0.495373546732157,0.6761170426037485,0.8731243871229214,0.8909920440463165,0.4464572634599603,0.7676951831653686,0.7906738170947919,0.47416391443515826,0.5336807600203348,0.6441437740502955,0.8720829679500622,0.8066750949348762,0.8916972333780253,0.7371003601953048,0.8606910857568473,0.6672499165618951,0.7943087578682029,0.6498441747173497,0.684694855106691,0.539036714894583,0.837312058482767,0.3829218590239296,0.879654339400132,0.8753724840973109,0.8508453060311634
Electrical Engineering,0.9104394418450215,0.8927328531200375,0.9595041273511539,0.8354543530671705,0.7775798546525865,0.9272831968045926,0.8654967264292676,0.7969143882958077,0.9648110622122491,0.8115801272049498,0.7031587437858914,0.6581518619103109,0.8246755378204509,0.8356972033671246,0.912259478627229,1.0,0.9040732753975066,0.9239567671007237,0.9287973880759725,0.7399476272834118,0.726900669556901,0.699565313835381,0.8652450304224193,0.9358719999961648,0.939015135342897,0.6424903901512821,0.8860334179285233,0.9185655414600077,0.6546929342991246,0.7292178462381442,0.8267949151386293,0.9623475864819032,0.9454167479506251,0.914760773123857,0.8955712392682247,0.7606253325070437,0.8207000329203322,0.9224218168840742,0.8160405702700245,0.7964531172007783,0.7493484076793332,0.9181259726433261,0.5999340182867848,0.7411710364194178,0.7524425821924116,0.8778439295460434
Food Preparation & Service,0.872937380566875,0.9416965060806219,0.9062367015985923,0.8913506141497237,0.8242099537915044,0.959092723809906,0.6997466159429023,0.9358429115943431,0.9519807192134977,0.9311312506888703,0.8745024366785008,0.7170906672985415,0.8430902902557678,0.8573180691505753,0.8356767667918775,0.9040732753975066,1.0,0.9727337940861873,0.97428890133933,0.8277027785097941,0.7777583918921619,0.7502357590751355,0.8602568104237932,0.975901087003555,0.9392701759741832,0.8220939603207323,0.9326576233351375,0.959024759018459,0.7791074757695594,0.808778888148349,0.8954083070938312,0.9383793244788674,0.9209146713737876,0.9323419834493925,0.8732599523258608,0.6202970550218034,0.9228166329361985,0.9186238823288811,0.9361746746383255,0.9244129084844516,0.8080321705084724,0.9678468665182788,0.6726654826790851,0.6493487179894168,0.676367826613527,0.926868314330505
Headline,0.9409858434332863,0.9890111645668599,0.9523778641070925,0.9548182578144188,0.9156976380420775,0.9319519578987436,0.6601836609673442,0.9483182414186849,0.9514213356596081,0.8957928017981293,0.9100901965721242,0.8324683599538221,0.7634374542779127,0.8095286266844678,0.8047970441317863,0.9239567671007237,0.9727337940861873,1.0,0.9580521911845643,0.9111789775271939,0.8768902962210708,0.8597221224096965,0.9459237826176029,0.9605470179069403,0.9564625335816401,0.8695845997337177,0.9733806567741331,0.994265535838992,0.8644369557428456,0.896345990630921,0.958790229693653,0.9602838159966136,0.9645970394989051,0.9123571383476647,0.8979203774064564,0.5632896744221814,0.9627990488524593,0.9758087033369229,0.9435492206967788,0.9542539931974768,0.9010439012819115,0.9817657090811127,0.7935508007308929,0.5668421719198354,0.5967353524949403,0.8843471675269026
Hospitality & Tourism,0.8576683093647007,0.9305498682728498,0.944025065555876,0.8919149893408048,0.8160857866760739,0.9531314583167696,0.734656136347268,0.903093979773257,0.9706444645840254,0.8985056194424361,0.8281418899260311,0.7132591182136494,0.8265672203444392,0.8232960508949138,0.8846086008069025,0.9287973880759725,0.97428890133933,0.9580521911845643,1.0,0.815901005511045,0.7759402979416018,0.7483519535223052,0.8681624142857921,0.9601970230273125,0.9488263017238898,0.7508341461008599,0.9185853025384485,0.946919222757444,0.7648718753703576,0.8035352614941553,0.8697556543304966,0.932385866447726,0.9172447768568655,0.9090081113926719,0.8359043495984567,0.6466001210026904,0.8925279320865942,0.9304243818845562,0.8697033288468744,0.9057173900903092,0.7985931185662377,0.9624543887043281,0.6638094338170135,0.6802249298920529,0.6895884725076881,0.8861412788506451
Human Resources,0.8718319057422993,0.9378655705443704,0.8552171093444532,0.9726408855854816,0.978054634613196,0.7226950623510839,0.3559637223153364,0.8958329330459106,0.7745749901069384,0.7342534207171568,0.93650923438888,0.9717089698065486,0.45325577514152404,0.5643066165754465,0.5633249054191414,0.7399476272834118,0.8277027785097941,0.9111789775271939,0.815901005511045,1.0,0.9646060434820616,0.9822231197285097,0.9533220326546381,0.7723967656642103,0.8396602432153598,0.9164103193403608,0.9306767209914902,0.9263736427184108,0.9872442130434227,0.9864164103734684,0.9404086341698634,0.796599811873824,0.8327559458905769,0.7042861301001055,0.7430455168429688,0.2632033163221448,0.9290340933223267,0.9356632755763994,0.860383017316358,0.9414219599807668,0.9585138134331808,0.8797307416235213,0.9631033070848829,0.2649800946085431,0.2883750792773611,0.655830661838954
"IT Infrastructure, Operations & Support",0.8642223626616199,0.9205088177987021,0.8516074090692566,0.952457751325909,0.9650525820893942,0.6948275438408645,0.305694557818275,0.8876323311627214,0.7347933700854355,0.7180051007163752,0.9236849301774215,0.9854866933049647,0.4034204602719552,0.48646151757646733,0.5136975330637271,0.726900669556901,0.7777583918921619,0.8768902962210708,0.7759402979416018,0.9646060434820616,1.0,0.9816046572827639,0.9697079271371737,0.7382107447857857,0.7657595235763546,0.9104656109428739,0.8601323889345643,0.886086272682272,0.9534259177173553,0.9873958817167532,0.9454435915784342,0.7521513056352388,0.826047845815453,0.6248135412267295,0.7177565652876194,0.15872794229116663,0.9190665367049662,0.9058267368473221,0.8413349313463984,0.8940667464615838,0.9816270419048228,0.845777817956309,0.9693896769590713,0.16244339685039086,0.17058666510647363,0.5961457416712844
IT Systems & Solutions,0.8522130609047637,0.8993919843684592,0.8345787845818262,0.9543490637908109,0.9788478748654023,0.6452369093960763,0.2911972258995823,0.8449305254996661,0.7075134931298995,0.6616241670062203,0.8974861229620424,0.9954112214234502,0.35447699756131773,0.4617457853917823,0.495373546732157,0.699565313835381,0.7502357590751355,0.8597221224096965,0.7483519535223052,0.9822231197285097,0.9816046572827639,1.0,0.9529632776975793,0.6990961179006574,0.7816996793475146,0.8845485331542308,0.8792956251352579,0.8800270333912594,0.9740213767040119,0.9860616147971932,0.9128851053044557,0.7336071747254741,0.7873302219179548,0.6095750035367001,0.6829832180858268,0.17660460497265754,0.8851282807858148,0.9092967218166187,0.8049538194733828,0.8947073304148155,0.9588121701987311,0.8232529176626302,0.9881305521636394,0.1735951614452126,0.18315909877587705,0.5687926728074565
Industrial Engineering,0.9366784005489822,0.9669176387143708,0.941946293070404,0.9732126581245374,0.9667743794772082,0.8062621634619963,0.5136867039899891,0.9061145655894172,0.8546034431448776,0.787726557220711,0.9023930134572389,0.9415910354731276,0.5593009328012236,0.6375426965679222,0.6761170426037485,0.8652450304224193,0.8602568104237932,0.9459237826176029,0.8681624142857921,0.9533220326546381,0.9697079271371737,0.9529632776975793,1.0,0.846086504743052,0.8730043664046729,0.8734755743541663,0.927658497269302,0.9522654292650342,0.9164144237104334,0.9625002455019623,0.9612937025998649,0.8698810934682708,0.9188594778238335,0.7610018364067377,0.8261899572505885,0.3740630014517118,0.943253780103902,0.9702186877733773,0.8762170226295826,0.9149315622918429,0.9661225269444829,0.9195412115921973,0.912388373294055,0.36250073271979916,0.3752934164611809,0.7217970023901672
Installation & Maintenance,0.8728026596884861,0.9240889379936617,0.9102161906629369,0.8451565512016477,0.7906270589637004,0.9782689305539715,0.7553112056164074,0.9135538063320475,0.9671295799059431,0.9470925386093269,0.8211699242202347,0.6669227018450715,0.8998055507317736,0.882124741837484,0.8731243871229214,0.9358719999961648,0.975901087003555,0.9605470179069403,0.9601970230273125,0.7723967656642103,0.7382107447857857,0.6990961179006574,0.846086504743052,1.0,0.9355127237520946,0.7772986956307248,0.9030823481333136,0.9371395688150637,0.7127933011804543,0.7542247188147704,0.87976657542739,0.9624000228157821,0.9490881633433752,0.9554240921530519,0.8864967274515565,0.6805910913733834,0.9095313238311857,0.9006057737529632,0.9001874753936628,0.8828652692762196,0.7780936132716191,0.9598653729185702,0.6160659890580309,0.6913848221151598,0.7227515645468412,0.9573735644789882
Legal,0.8958098261824585,0.9223610037068566,0.9460950496388365,0.8981445138707725,0.8585554481473484,0.9070218118690864,0.769898367839333,0.8404831633555695,0.95874278286858,0.8261492061141165,0.7802951660112093,0.7361935778844224,0.7928122622205596,0.8073066820910529,0.8909920440463165,0.939015135342897,0.9392701759741832,0.9564625335816401,0.9488263017238898,0.8396602432153598,0.7657595235763546,0.7816996793475146,0.8730043664046729,0.9355127237520946,1.0,0.7230793555377463,0.9575576152765884,0.96030865446244,0.7791006082508437,0.8004013049261465,0.855291321380526,0.9563188300083993,0.9100664633020642,0.9270660948697728,0.8467121937671667,0.727996817997826,0.8600688537090356,0.959637246446662,0.8396282601585242,0.9036803082134344,0.7792177439815435,0.9431895219637287,0.694579571569041,0.7352407342416601,0.7493741925341233,0.8894859510627513
Loading & Stocking,0.8030056841890496,0.8932683307165915,0.734248563233351,0.8875114723141743,0.896470791407531,0.7218792142786191,0.23543238873417474,0.9421531234629781,0.7000953937225827,0.8197054401609251,0.9773650483830966,0.8919844331655225,0.4946726124639786,0.5882862256093355,0.4464572634599603,0.6424903901512821,0.8220939603207323,0.8695845997337177,0.7508341461008599,0.9164103193403608,0.9104656109428739,0.8845485331542308,0.8734755743541663,0.7772986956307248,0.7230793555377463,1.0,0.840255125109266,0.8583108543207226,0.9199627420983841,0.9192180621880929,0.9346789400417083,0.7348782763709831,0.7963095795901709,0.6749253917648227,0.7278794367611817,0.13227135591109798,0.9504540710861629,0.8212628239269794,0.9161506717363369,0.9071824833071794,0.9232592970945587,0.8380466167007599,0.8836786117986277,0.1465733970207754,0.19163654185152906,0.685574910163351
Logistic Support,0.9289197112597569,0.9637212904895266,0.9303893420320131,0.9537510129511962,0.9205183658581378,0.8681814945239773,0.6367357987073635,0.896357299408744,0.9132565650699965,0.8183762930274586,0.8788951069331195,0.8440004229780749,0.6867083241858535,0.7794561627632943,0.7676951831653686,0.8860334179285233,0.9326576233351375,0.9733806567741331,0.9185853025384485,0.9306767209914902,0.8601323889345643,0.8792956251352579,0.927658497269302,0.9030823481333136,0.9575576152765884,0.840255125109266,1.0,0.9811013777354117,0.8860318424506595,0.8966941546361363,0.9202756887795753,0.9285542150028275,0.9170354808108101,0.8860282669281282,0.8563284420199475,0.5615825163403981,0.9204691098458282,0.9738693671810947,0.8997286013516059,0.9404858030890145,0.8796514647985588,0.94927238361028,0.8154225075303124,0.5566093048147656,0.5886861385963492,0.8365131977606394
Management,0.9493025515490089,0.9852216124029465,0.9540244285479732,0.9658654199990364,0.9303149565872175,0.9082465415328443,0.6541420397007937,0.9259489608862588,0.9375186507888149,0.8561180420930032,0.9015459537182563,0.8505607876865819,0.7263168295462522,0.7846104547505972,0.7906738170947919,0.9185655414600077,0.959024759018459,0.994265535838992,0.946919222757444,0.9263736427184108,0.886086272682272,0.8800270333912594,0.9522654292650342,0.9371395688150637,0.96030865446244,0.8583108543207226,0.9811013777354117,1.0,0.8783959394318207,0.9087100035787025,0.951022759268351,0.9512156703132921,0.9505119248529151,0.8915150008014328,0.8869572871704575,0.5590744897475626,0.9470359583734642,0.9848027696522544,0.9319776032240746,0.9527207465261351,0.9031764404605898,0.9694041202967273,0.8146560807251383,0.5599521922454002,0.5852620142873135,0.857627930959524
Marketing,0.8156671732067072,0.9001481174102383,0.7984452881592661,0.9519136010687744,0.9609007902822952,0.6587491398271365,0.24568332931759695,0.8753885734447132,0.7063356810769298,0.7007763732347558,0.940915787835226,0.9710061758206557,0.3772800238610689,0.4923136886471117,0.47416391443515826,0.6546929342991246,0.7791074757695594,0.8644369557428456,0.7648718753703576,0.9872442130434227,0.9534259177173553,0.9740213767040119,0.9164144237104334,0.7127933011804543,0.7791006082508437,0.9199627420983841,0.8860318424506595,0.8783959394318207,1.0,0.9804939388643809,0.914912203127605,0.7249943889524344,0.770042915420106,0.6312904547203035,0.68218199250734,0.1545404400876717,0.9074250547732943,0.8853854885451983,0.8249078456107293,0.9341774962369505,0.9469659642241585,0.822911943163862,0.9677075028747113,0.16846504500922965,0.19231777713780115,0.5864407163494958
Media & Communications,0.8675326501173125,0.934707600676548,0.8581623594848838,0.9734387629574157,0.970604570013458,0.716451313529774,0.3244563339310209,0.8985151153970238,0.7565688074804471,0.7295633558951715,0.9440038696786367,0.9823093820689578,0.42140689644363216,0.5227537593906567,0.5336807600203348,0.7292178462381442,0.808778888148349,0.896345990630921,0.8035352614941553,0.9864164103734684,0.9873958817167532,0.9860616147971932,0.9625002455019623,0.7542247188147704,0.8004013049261465,0.9192180621880929,0.8966941546361363,0.9087100035787025,0.9804939388643809,1.0,0.9460870505983151,0.7685176958350932,0.8261984930762709,0.6578603457562814,0.7313948168631336,0.19122975176141302,0.9279329915170741,0.921828026216633,0.8599489801970145,0.9254661279615063,0.9807023591586334,0.8629178158824774,0.9685545385223358,0.20276913442318134,0.21656607576872272,0.6186071282500164
Medical Information,0.9267819240955958,0.9817809859133013,0.8924416263788705,0.9543391422629572,0.9405071035565187,0.8476751276121055,0.47585348444656805,0.9514241613845543,0.8575922025136045,0.8372929277289822,0.9527610246411489,0.9056075090203638,0.6235624185230222,0.6742247491717562,0.6441437740502955,0.8267949151386293,0.8954083070938312,0.958790229693653,0.8697556543304966,0.9404086341698634,0.9454435915784342,0.9128851053044557,0.9612937025998649,0.87976657542739,0.855291321380526,0.9346789400417083,0.9202756887795753,0.951022759268351,0.914912203127605,0.9460870505983151,1.0,0.8913946147487946,0.9375712827051141,0.8062615096875042,0.8592759321097878,0.3497833110182881,0.9770177776520542,0.934683342250386,0.935659099768469,0.9382820147140717,0.9657502154268918,0.9272032951936208,0.8752206244396803,0.34488833108343264,0.38327618307560735,0.7773636555409148
Medical Technician,0.9312968987387718,0.9353381016972357,0.9325065446355962,0.8633448383180312,0.8177587539364356,0.9465735430354764,0.801750802092684,0.8512409075155452,0.9703704914325417,0.8398821061288496,0.7803123641028679,0.6951133378969754,0.8416049008358378,0.8517338427265649,0.8720829679500622,0.9623475864819032,0.9383793244788674,0.9602838159966136,0.932385866447726,0.796599811873824,0.7521513056352388,0.7336071747254741,0.8698810934682708,0.9624000228157821,0.9563188300083993,0.7348782763709831,0.9285542150028275,0.9512156703132921,0.7249943889524344,0.7685176958350932,0.8913946147487946,1.0,0.9768187113404843,0.9631486777367787,0.9252492437926689,0.7258203162027163,0.8769869113029263,0.9306084829028722,0.8775977914772135,0.8592748770135581,0.7936465245442617,0.9440575160839524,0.645344192629164,0.7015587466600508,0.7425227653045076,0.9174734302491593
